countyFIPS,County Name,State,stateFIPS,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020
13247,Rockdale County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,8,10,13,16,17,18,29,45,47,57,67,75,77,82,85,85,85,89,92,97,101,106,107,111,117,119,131,140,141,144,151,158,161,161,166,172,178,186,191,194,196,199,204,223,226,228,230,239,244,245,248,249,249,249,249,250,251,251,254,258,258,265,267,269,276,280,284,285,285,285,290,294,303,303,308,313,316,320,324,329,337,339,343,347,348,353,355,361,365,377,385,393,407,417,428,436,436,452,465,478,501,531,542,552,572,587,606,635,669,682,700,712,743,756,783,803,840,865,895,914,926,940,966,976,982,990,1027,1057,1090,1122,1152,1169,1176,1198,1221,1242,1270,1302,1318,1347,1371,1395,1411,1439,1455,1471,1487,1503,1522,1548,1569,1583,1590,1597,1613,1622,1626,1626,1634,1638,1651,1665,1678,1688,1695,1701,1709,1711,1718,1724,1729,1739,1745,1751,1760,1766,1777,1781,1792,1806,1811,1817,1818,1828,1833,1842,1846,1852,1856,1858,1865,1872,1882,1892,1896,1897,1898,1906,1912,1924,1936,1946,1957,1965,1975,1983,2003,2012,2025,2032,2036,2044,2049,2073,2101,2108,2116,2122,2136,2148,2151,2169,2175,2197,2207,2225,2233,2243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Per County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
countyFIPS,County Name,State,stateFIPS,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020
0,Statewide Unallocated,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,4,12,21,1,2,2,0,1,1,4,4,4,5,5,6,9,8,5,4,4,4,7,7,6,7,7,7,7,8,9,10,10,10,9,13,13,14,14,14,14,14,18,18,18,19,22,22,22,24,24,23,23,25,25,25,25,25,25,26,29,28,28,28,28,30,31,31,31,31,31,31,31,32,33,33,34,35,36,39,36,36,38,38,40,39,42,41,41,41,41,42,42,43,43,45,45,46,47,49,50,50,50,50,50,51,51,52,49,52,52,53,54,91,64,62,62,69,69,69,75,13,76,80,81,80,80,80,82,82,84,87,88,88,92,95,93,97,100,100,100,104,104,106,106,107,107,108,111,113,114,115,114,115,115,119,121,122,123,129,130,131,133,134,136,137,138,141,141,142,144,145,146,146,145,145,146,147,150,151,154,154,154,158,159,162,164,162,163,164,164,167,160,167,168,169,169,173,173,173,174,175,174,174,176,169,176,180,184,184,184,186,187,189,187,188,188,188,188,190,193,193,195,195,195,198,198,197,197
13057,Cherokee County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,5,5,5,5,6,6,6,7,7,7,7,7,8,8,8,8,8,9,10,10,10,10,10,10,10,11,11,11,13,13,13,13,15,16,17,17,17,17,18,21,21,21,23,24,24,26,26,26,29,29,29,29,29,31,32,32,33,33,33,33,33,33,34,34,34,34,35,35,36,38,38,38,38,38,39,39,39,39,39,39,39,42,43,43,43,43,43,43,43,44,44,44,44,44,45,45,46,47,48,48,48,48,48,48,48,48,48,49,49,50,50,50,51,52,52,52,52,53,53,54,56,56,56,57,57,58,61,63,63,64,64,65,66,66,67,67,67,67,67,67,69,70,72,72,72,74,75,76,78,78,78,79,79,79,80,80,81,82,83,83,87,87,87,87,87,88,88,89,90,91,91,91,91,91,92,92,92,92,92,92,92,93,93,93,93,93,94,94,94,96,96,97,97,97,93,98,100,100,100,100,100,100,100,100,101,101,102,102,102,102,102,102,102,102,102,102,102,104
13063,Clayton County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,5,6,8,9,9,9,10,10,11,11,11,11,11,12,13,13,16,17,17,20,21,21,21,21,21,21,24,24,26,27,32,32,32,32,33,33,34,34,34,34,35,35,35,36,38,38,38,38,38,40,42,43,43,43,43,44,45,45,45,45,49,50,50,50,50,50,51,51,54,54,59,60,65,69,69,72,73,74,75,76,76,76,77,77,79,79,79,79,79,79,79,79,79,79,79,79,80,81,81,81,82,82,82,82,82,84,84,85,85,85,85,86,88,89,90,92,92,92,92,95,95,97,100,101,101,102,102,103,105,110,110,110,111,114,115,115,116,116,116,117,118,118,119,121,121,122,128,128,132,132,137,137,138,142,142,143,143,143,145,145,146,149,149,152,153,154,154,154,154,155,156,158,158,158,159,159,161,161,161,161,161,161,161,161,162,162,162,162,163,164,165,167,168,170,170,170,162,170,171,173,174,174,174,175,175,175,175,175,175,175,175,178,179,179,179,179,179,179,182,183
13067,Cobb County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,9,9,11,13,15,17,20,23,24,26,29,29,32,32,32,35,35,41,44,49,51,51,54,56,60,63,66,72,74,75,81,81,88,94,94,96,97,100,102,107,108,113,115,117,121,124,127,129,132,132,132,132,135,135,138,141,141,142,146,150,158,168,171,171,175,182,185,189,193,193,193,193,202,203,212,215,215,215,216,218,221,222,224,229,229,229,231,235,236,239,239,239,240,243,244,245,244,245,246,246,246,247,247,249,252,252,253,255,255,256,258,260,263,264,264,267,274,276,282,287,287,288,288,297,297,297,298,298,298,304,310,313,317,319,319,320,323,326,332,334,338,339,340,349,352,354,358,368,369,370,373,381,381,387,390,391,391,395,395,397,401,401,404,404,405,406,409,409,410,413,413,414,415,416,419,421,421,421,421,422,423,425,426,426,426,427,427,427,429,429,429,429,435,436,437,437,439,442,442,442,429,444,446,447,447,448,448,449,449,452,454,454,454,454,457,457,458,459,459,460,465,466,467,467
13089,DeKalb County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,5,8,8,9,9,11,11,12,13,13,14,14,14,15,16,21,23,24,24,26,30,31,34,36,36,36,42,43,46,48,49,52,52,57,59,60,62,69,69,69,72,72,73,75,80,81,82,86,87,89,97,100,102,102,104,108,111,112,112,112,120,121,121,122,122,122,125,125,132,134,137,140,142,145,145,149,152,155,159,165,165,165,165,166,167,168,171,171,171,172,173,173,173,173,173,173,173,173,175,176,181,180,180,182,182,186,186,187,188,188,188,190,196,199,204,206,207,207,207,213,213,222,225,225,225,229,231,234,237,237,237,238,242,247,251,254,262,264,264,266,267,268,272,278,278,280,287,287,293,296,297,298,300,304,309,311,311,313,315,315,318,324,333,334,335,339,339,340,340,345,346,349,349,349,351,353,357,358,360,362,364,365,367,369,371,371,371,371,373,374,375,378,378,380,380,382,371,384,386,386,390,390,390,391,393,397,395,395,397,398,398,401,403,403,403,404,404,407,407,407
13097,Douglas County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,14,14,15,15,15,18,19,19,22,22,22,22,22,23,24,24,25,25,25,25,25,25,25,25,25,25,26,26,26,28,28,28,28,31,32,33,34,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,37,37,37,39,39,39,39,39,39,40,40,41,41,41,41,41,43,44,45,46,46,46,46,46,47,48,49,49,49,50,50,50,50,51,51,51,54,54,56,56,58,58,58,59,60,60,60,61,62,62,62,62,62,62,64,64,64,67,67,67,67,67,67,67,67,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,71,69,71,71,71,71,71,72,72,72,72,72,72,72,72,72,73,73,73,73,73,73,75,75,76
13113,Fayette County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,21,21,21,23,23,23,23,23,24,24,24,25,25,25,25,25,26,28,28,28,29,30,31,32,33,33,34,34,34,34,34,34,35,36,36,36,36,36,38,38,38,38,38,39,39,40,41,43,43,43,43,44,44,45,45,45,47,47,48,48,49,49,49,49,49,49,49,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,53,53,55,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57
13121,Fulton County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,4,12,12,12,16,18,20,23,26,26,28,32,39,42,48,50,50,50,50,60,63,66,74,74,75,80,83,85,88,91,91,94,103,108,113,117,122,122,122,129,130,135,137,144,144,144,147,149,152,159,164,165,165,172,174,175,193,196,196,196,199,211,218,224,230,231,235,241,244,250,250,250,252,252,271,271,272,276,280,284,285,291,295,300,301,301,301,301,301,301,303,310,311,311,311,312,312,314,314,314,314,315,315,317,318,317,323,323,323,324,324,331,333,335,339,339,340,348,350,356,365,371,371,371,371,381,383,389,398,398,398,406,407,410,420,430,430,433,445,455,462,463,472,474,476,477,479,481,486,489,490,490,497,497,498,503,513,515,518,525,527,531,535,541,545,545,548,550,550,551,554,555,555,556,557,560,563,564,564,564,565,568,569,571,572,575,575,575,575,577,579,579,579,579,581,581,583,588,590,591,592,594,579,599,603,605,606,607,608,612,613,614,618,618,619,619,620,626,627,628,628,628,629,629,631,635
13135,Gwinnett County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,6,7,7,7,7,10,13,17,17,17,18,19,19,29,32,32,36,36,38,42,44,46,46,46,46,47,52,54,55,57,58,58,58,65,77,81,84,87,87,87,96,101,101,101,101,102,102,105,114,118,121,121,121,121,121,125,126,127,127,127,128,132,134,135,136,136,137,137,142,142,145,151,152,152,152,155,157,159,159,161,162,162,162,163,165,167,168,169,169,170,170,173,173,173,173,173,174,174,175,178,182,183,183,184,184,189,191,195,197,198,199,204,209,209,213,216,216,216,216,223,228,238,240,240,240,240,241,244,254,260,260,262,272,275,282,283,287,289,290,293,295,295,302,304,306,306,309,314,322,324,330,333,336,341,343,346,351,356,359,359,359,361,366,369,372,375,379,380,381,386,388,391,391,391,396,398,398,401,402,404,405,407,409,409,412,414,414,414,418,419,421,422,423,424,424,425,414,428,429,431,433,434,436,436,438,438,440,440,442,443,445,447,449,450,450,452,452,453,456,458
13151,Henry County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,5,5,7,7,7,10,10,10,10,10,10,10,11,11,12,12,13,13,13,13,14,14,14,14,14,14,15,15,16,17,18,18,18,19,19,19,19,19,19,19,19,20,21,21,21,21,21,21,21,21,21,21,22,22,22,22,25,26,29,29,29,30,31,31,31,31,31,31,31,31,31,31,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,35,36,37,38,38,38,38,38,39,39,40,41,42,42,44,44,44,47,47,47,47,49,54,56,56,58,59,59,59,59,59,59,66,66,67,68,69,71,73,78,78,78,80,81,83,84,88,88,88,90,90,90,90,91,93,93,93,93,94,96,98,98,98,99,100,100,100,100,100,100,102,102,103,103,103,104,104,106,106,106,106,106,106,106,106,104,106,109,109,110,111,111,111,111,112,112,112,112,112,113,113,114,114,114,114,115,116,118,118
13247,Rockdale County,GA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,14,15,15,16,16,16,16,16,17,17,17,17,18,18,23,24,26,26,26,27,27,27,27,28,28,28,28,28,29,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,34,34,35,35,35,35,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,39,40,40,40,40,40,37,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,42,42,42,42,42
